BandName,nanometer,importance
band_56,0.658190012,0.0020714868007889347
band_51,0.633140028,0.0020708264476358533
band_190,1.329460025,0.0020674089732310584
band_391,2.336380005,0.00206704258840657
band_318,1.970679998,0.0020612066588599075
band_192,1.339480042,0.002059316535758156
band_308,1.920590043,0.002047560830813362
band_328,2.020780087,0.0020468897150593746
band_411,2.436569929,0.0020445640402301417
band_219,1.474740028,0.0020393082817589366
band_298,1.870489955,0.0020380159994507173
band_199,1.374549985,0.002003044812223669
band_118,0.968779981,0.002001090892956649
band_147,1.114060044,0.001994880789549704
band_218,1.46973002,0.001993607478696962
band_293,1.84544003,0.001975836474541645
band_152,1.139099956,0.0019757575122003467
band_294,1.850450039,0.001974792163105322
band_295,1.855460048,0.001974516317125434
band_201,1.384570003,0.001966678066995736
band_49,0.62312001,0.001962689845715346
band_291,1.835430026,0.0019595791122204733
band_408,2.421540022,0.0019503741393803254
band_196,1.359519958,0.0019488586890021673
band_222,1.489770055,0.0019485890726922972
band_300,1.880509973,0.001946982151228556
band_215,1.454699993,0.0019436325057851018
band_214,1.449689984,0.0019379884087843563
band_407,2.416529894,0.0019152105721087914
band_409,2.426549911,0.0019094281382875588
band_158,1.169160008,0.0019059167247242358
band_412,2.441580057,0.0019032120193903628
band_398,2.371439934,0.0018996741317272295
band_306,1.910570025,0.0018992625810493565
band_217,1.464720011,0.0018985876243993293
band_124,0.998839974,0.0018978901641544476
band_320,1.980700016,0.0018964058430476663
band_305,1.905560017,0.0018951796402562645
band_220,1.479750037,0.0018872424910062282
band_296,1.860470057,0.0018856022578270125
band_405,2.406510115,0.0018830762445970163
band_410,2.43156004,0.0018812671829404643
band_319,1.975690007,0.0018810809510974222
band_297,1.865479946,0.001880222995762832
band_216,1.459710002,0.0018712776451148075
band_359,2.176069975,0.0018601885313673876
band_393,2.346400023,0.0018553044453802157
band_396,2.361419916,0.0018518232961195272
band_98,0.868589997,0.0018516823780946766
band_322,1.990720034,0.001837147933433977
band_395,2.356410027,0.0018193781838542944
band_221,1.484760046,0.0018188780634468538
band_401,2.386470079,0.0018184528489289017
band_406,2.411520004,0.0018037443908064024
band_323,1.995730042,0.0017898188019401142
band_155,1.154129982,0.0017848757727186929
band_115,0.953750014,0.0017844108666502123
band_390,2.331370115,0.0017657647109442691
band_397,2.366430044,0.0017596574081005058
band_350,2.130990028,0.001748651006874742
band_392,2.341389894,0.001746277166658957
band_404,2.401499987,0.0017458927795139492
band_90,0.828509986,0.0017437628273061004
band_299,1.875499964,0.0017409455987982035
band_223,1.494779944,0.0017362649850215467
band_321,1.985710025,0.0017356192510193233
band_362,2.191099882,0.0017226499957501517
band_402,2.391479969,0.0017170757105388573
band_224,1.499789953,0.0017160138821147156
band_225,1.504799962,0.0017159981133149952
band_364,2.2011199,0.0017124135704351246
band_198,1.369539976,0.0016751123107418592
band_399,2.376450062,0.0016637346889908518
band_226,1.509809971,0.0016602077289615755
band_335,2.055840015,0.001656492782088677
band_403,2.396490097,0.001652619160771448
band_189,1.324450016,0.00165054340497762
band_329,2.025789976,0.0016482434000197165
band_156,1.159139991,0.001645023575164315
band_351,2.135999918,0.0016319526509252311
band_331,2.035809994,0.0016313775491399363
band_292,1.840430021,0.001626772203352262
band_366,2.211139917,0.0016167725531165578
band_117,0.963769972,0.0016115797350967384
band_275,1.755270004,0.0016100570220831105
band_197,1.364529967,0.0016000859744057933
band_227,1.51481998,0.0015973060252437747
band_188,1.319450021,0.0015972264425197394
band_187,1.314440012,0.0015941377392026026
band_281,1.785330057,0.0015910254257834036
band_282,1.790339947,0.0015865152417575375
band_330,2.030800104,0.0015807953871767794
band_341,2.085900068,0.0015783929731182985
band_337,2.065860033,0.001568133557836103
band_229,1.524839997,0.0015584840384584694
band_264,1.70017004,0.001553457739527986
band_274,1.750259995,0.0015400175289068793
band_347,2.115959883,0.001538347860171715
band_146,1.109050035,0.0015281990609909838
band_336,2.060849905,0.0015162409033745467
band_228,1.519829988,0.0015139835028688145
band_342,2.090909958,0.0015137998330808885
band_345,2.105940104,0.0015108200699082968
band_334,2.050829887,0.0015080641101044346
band_186,1.309430003,0.0015056394626454508
band_144,1.099030018,0.001497351313673668
band_178,1.269350052,0.001495633898494948
band_263,1.695160031,0.0014882350921528642
band_185,1.304419994,0.0014841068289017914
band_332,2.040819883,0.0014775066338784581
band_97,0.863579988,0.0014695010832324001
band_339,2.075880051,0.0014679305953787716
band_121,0.983810008,0.0014643874212536526
band_333,2.045819998,0.001461773558012676
band_103,0.893639982,0.0014568581741698447
band_145,1.104040027,0.0014438776843885036
band_338,2.070869923,0.0014388297949747358
band_262,1.690150023,0.001438510117327163
band_344,2.100929976,0.0014382458967995642
band_100,0.878610015,0.0014375293721517832
band_177,1.264340043,0.0014342349721811396
band_231,1.534850001,0.001417996192305842
band_157,1.16415,0.0014061128316459894
band_175,1.254320025,0.00140569216309317
band_343,2.095920086,0.001401734475611047
band_230,1.529839993,0.0013974399738476415
band_179,1.274359941,0.0013954107801106442
band_277,1.765290022,0.001394197605353334
band_278,1.770300031,0.0013939129715391338
band_184,1.299409986,0.001380963570232959
band_232,1.53986001,0.00137611294858004
band_233,1.544870019,0.0013746034083232156
band_137,1.063959956,0.0013720988483484952
band_140,1.078989983,0.0013715136006995563
band_180,1.27936995,0.00136674879822146
band_108,0.918680012,0.0013665868668420612
band_182,1.289389968,0.001363341220528158
band_261,1.685140014,0.0013580599726412236
band_176,1.259330034,0.0013429951058602128
band_340,2.08088994,0.0013385384840144396
band_123,0.993830025,0.001338401721749586
band_181,1.284379959,0.0013320794594319505
band_174,1.249310017,0.0013296964113086191
band_183,1.294399977,0.0013252203243062934
band_142,1.08901,0.0013169740973081002
band_120,0.978799999,0.0013155391221009113
band_258,1.670109987,0.001314799692265689
band_236,1.559900045,0.0013087344020029292
band_104,0.898649991,0.0013045515683976462
band_143,1.094020009,0.0012962203053202013
band_234,1.549880028,0.0012950502490160557
band_134,1.048930049,0.0012933195791090088
band_171,1.23427999,0.0012791124114194638
band_259,1.675119996,0.0012773266923359677
band_235,1.554890037,0.0012749458059107702
band_260,1.680130005,0.0012723874067924932
band_172,1.239289999,0.0012712792683864257
band_138,1.068969965,0.0012696885447197523
band_249,1.625030041,0.0012669842408585708
band_122,0.988820016,0.001265367841070726
band_166,1.20923996,0.0012613719551014349
band_163,1.194210052,0.001261221131031179
band_162,1.189200044,0.0012611364441337523
band_239,1.574929953,0.001260033975528451
band_139,1.073979974,0.0012587114852683353
band_136,1.058949947,0.0012579131186888283
band_257,1.665099978,0.0012538761824806544
band_119,0.97378999,0.0012522493763053274
band_237,1.564910054,0.0012469312470915698
band_161,1.184190035,0.0012412864316641318
band_141,1.083999991,0.001237601317344254
band_173,1.244300008,0.0012333824993981534
band_165,1.204229951,0.0012327733309124415
band_170,1.229269981,0.001226849590260973
band_168,1.219259977,0.0012244480620624985
band_256,1.66008997,0.0012244226801363344
band_164,1.199219942,0.0012229746123474067
band_238,1.569919944,0.0012221513239801206
band_127,1.013859987,0.0012212215925686731
band_167,1.214249969,0.0012112004385268617
band_159,1.174170017,0.0012082980184331441
band_255,1.655079961,0.001206785169867969
band_133,1.04392004,0.0012029597042908674
band_169,1.224259973,0.0011968807834154393
band_135,1.053940058,0.0011870061657414785
band_240,1.579939961,0.0011861861915051298
band_253,1.645059943,0.001185049066891692
band_247,1.615010023,0.001183309611286985
band_132,1.038910031,0.0011770331717622636
band_245,1.604990005,0.001170982472650773
band_131,1.033900023,0.0011619711286709143
band_246,1.610000014,0.001156600362880885
band_125,1.003849983,0.001156200287115152
band_243,1.594969988,0.0011546202816184517
band_252,1.640050054,0.001154315726047359
band_241,1.58494997,0.0011470919357790298
band_248,1.620020032,0.0011469318572937342
band_160,1.179180026,0.0011434231584710117
band_242,1.589959979,0.0011417746035868072
band_244,1.599979997,0.0011399097534332521
band_130,1.028890014,0.0011284748884161052
band_129,1.023880005,0.0011256503175840389
band_126,1.008859992,0.0011201237752446616
band_254,1.650069952,0.001119279258758238
band_250,1.63004005,0.0011161190651438392
band_128,1.018869996,0.0011153797655536256
band_251,1.635040045,0.0011046215016791965
